Category,Name,Url,Image
Lightweight,Joe Ellenberger,/fighter/joe-Ellenberger,//media.ufc.tv/fighter_images/Joe_Ellenberger/JoeEllenberger_Headshot.png
Lightweight,Paul Felder,/fighter/paul-felder,//media.ufc.tv/fighter_images/Paul_Felder/FELDER_PAUL.png
Lightweight,Tony Ferguson,/fighter/tony-Ferguson,//media.ufc.tv/fighter_images/Tony_Ferguson/FERGUSON_TONY.png
Lightweight,Diego Ferreira,/fighter/carlos-Diego-Ferreira,//media.ufc.tv/fighter_images/Carlos_Diego_Ferreira/FERREIRA_DIEGO.png
Lightweight,Luke Flores,/fighter/luke-Flores,//media.ufc.tv/fighter_images/Luke_Flores/FLORES_LUKE.png
Lightweight,Matt Frevola,/fighter/matt-Frevola,//media.ufc.tv/fighter_images/Matt_Frevola/FREVOLA_MATT.png
Lightweight,Justin Gaethje,/fighter/justin-Gaethje,//media.ufc.tv/fighter_images/Justin_Gaethje/GAETHJE_JUSTIN2.png
Lightweight,Gregor Gillespie,/fighter/gregor-gillespie,//media.ufc.tv/fighter_images//Gregor_Gillespie/1GILLESPIE_GREGOR.png
Lightweight,Rick Glenn,/fighter/rick-glenn,//media.ufc.tv/fighter_images/Rick_Glenn/GLENN_RICK.png
Lightweight,Takanori Gomi,/fighter/takanori-Gomi,//media.ufc.tv/fighter_images//Takanori_Gomi/1GOMI_TAKANORI.png
Lightweight,Jason Gonzalez,/fighter/jason-gonzalez,//media.ufc.tv/fighter_images//Jason_Gonzalez/1GONZALEZ_JASON.png
Lightweight,Jared Gordon,/fighter/jared-gordon,//media.ufc.tv/fighter_images/Jared_Gordon/GORDON_JARED.png
Lightweight,Thibault Gouti,/fighter/thibault-gouti,//media.ufc.tv/fighter_images/Thibault_Gouti/GOUTI_THIBAULT.png
Lightweight,Bobby Green,/fighter/bobby-Green,//media.ufc.tv/fighter_images/Bobby_Green/GREEN_BOBBY.png
Lightweight,Desmond Green,/fighter/desmond-green,//media.ufc.tv/fighter_images/GREEN_DESMOND-head.png
Lightweight,Chris Gruetzemacher,/fighter/chris-Gruetzemacher,//media.ufc.tv/fighter_images/Chris_Gruetzemacher/GRUETZEMACHER_CHRIS.png
Lightweight,Damir Hadzovic,/fighter/damir-Hadzovic,//media.ufc.tv/fighter_images/Damir_Hadzovic/HADZOVIC_DAMIR.png
Lightweight,Nasrat Haqparast,/fighter/nasrat-Haqparast,//media.ufc.tv/fighter_images/Nasrat_Haqparast/HAQPARAST_NASRAT.png
Lightweight,Nick Hein,/fighter/nick-Hein,//media.ufc.tv/fighter_images/Nick_Hein/HEIN_NICK.png
Lightweight,Marcin Held,/fighter/marcin-Held,//media.ufc.tv/fighter_images/Marcin_Held/HELD_MARCIN.png
Lightweight,Danny Henry,/fighter/danny-Henry,//media.ufc.tv/fighter_images/Danny_Henry/HENRY_DANNY.png
Lightweight,Andrew Holbrook,/fighter/andrew-holbrook,//media.ufc.tv/fighter_images/Andrew_Holbrook/HOLBROOK_ANDREW.png
Lightweight,Scott Holtzman,/fighter/scott-holtzman,//media.ufc.tv/fighter_images/Scott_Holtzman/HOLTZMAN_SCOTT_NASHVILLE.png
Lightweight,Darrell Horcher,/fighter/darrell-horcher,//media.ufc.tv/fighter_images/Darrell_Horcher/HORCHER_DARRELL.png
Lightweight,Al Iaquinta,/fighter/al-Iaquinta,//media.ufc.tv/fighter_images/Al_Iaquinta/IAQUINTA_AL_NASHVILLE.png
Lightweight,Kajan Johnson,/fighter/kajan-johnson,//media.ufc.tv/fighter_images/Kajan_Johnson/JOHNSON_KAJAN.png
Lightweight,Michael Johnson,/fighter/michael-Johnson,//media.ufc.tv/fighter_images/Michael_Johnson/JOHNSON_MICHAEL.png
Lightweight,Rustam Khabilov,/fighter/rustam-Khabilov,//media.ufc.tv/fighter_images/Rustam_Khabilov/KHABILOV_RUSTAM.png
Lightweight,Dong Hyun Kim,/fighter/dong-hyun-the-mestro-kim,//media.ufc.tv/fighter_images//Dong_Hyun_Kin_Maestro/1KIM_DONG_HYUN.png
Lightweight,Drakkar Klose,/fighter/drakkar-klose,//media.ufc.tv/fighter_images/Drakkar_Klose/KLOSE_DRAKKAR.png
Lightweight,Erik Koch,/fighter/erik-Koch,//media.ufc.tv/fighter_images/Erik_Koch/KOCH_ERIK.png
Lightweight,Chad Laprise,/fighter/chad-laprise,//media.ufc.tv/fighter_images//Chad_Laprise/LAPRISE_CHAD.png
Lightweight,Joe Lauzon,/fighter/joe-Lauzon,//media.ufc.tv/fighter_images/Joe_Lauzon/LAUZON_JOE.png
Lightweight,Mickael Lebout,/fighter/mickael-lebout,//media.ufc.tv/fighter_images/Mickael_Lebout/LEBOUT_MICKAEL_AD.png
Lightweight,Kevin Lee,/fighter/kevin-Lee,//media.ufc.tv/fighter_images/Kevin_Lee/LEE_KEVIN.png
Lightweight,Nik Lentz,/fighter/nik-Lentz,//media.ufc.tv/fighter_images/Nik_Lentz/LENTZ_NIK.png
Lightweight,Reza Madadi,/fighter/reza-Madadi,//media.ufc.tv/fighter_images/Reza_Madadi/MADADI_REZA.png
Lightweight,Rashid Magomedov,/fighter/rashid-Magomedov,//media.ufc.tv/fighter_images/Rashid_Magamedov/MAGOMEDOV_RASHID.png
Lightweight,John  Makdessi,/fighter/john-makdessi,//media.ufc.tv/fighter_images/John_Makdessi/MAKDESSI_JOHN.png
Lightweight,Islam Makhachev,/fighter/islam-makhachev,//media.ufc.tv/fighter_images/Islam_Makhachev/MAKHACHEV_ISLAM.png
Lightweight,Tony Martin,/fighter/tony-Martin,//media.ufc.tv/fighter_images//Tony_Martin/1MARTIN_TONY.png
Lightweight,Adriano Martins,/fighter/adriano-Martins,//media.ufc.tv/fighter_images/Adriano_Martins/MARTINS_ADRIANO.png
Lightweight,Michael McBride,/fighter/michael-mcbride,//media.ufc.tv/fighter_images/Michael_McBride/MCBRIDE_MICHAEL.png
Lightweight,Conor McGregor,/fighter/conor-McGregor,//media.ufc.tv/fighter_images/Conor_McGregor/205-McGREGOR_CONOR.png
Lightweight,Yancy Medeiros,/fighter/yancy-Medeiros,//media.ufc.tv/fighter_images/Yancy_Medeiros/MEDEIROS_YANCY_212.png
Lightweight,Gilbert Melendez,/fighter/gilbert-Melendez,//media.ufc.tv/fighter_images/Gilbert_Melendez/MELENDEZ_GILBERT.png
Lightweight,Jim Miller,/fighter/jim-Miller,//media.ufc.tv/fighter_images/Jim_Miller/MILLER_JIM.png
Lightweight,Magomed Mustafaev,/fighter/magomed-mustafaev,//media.ufc.tv/fighter_images/Magomed_Mustafaev/MUSTAFEV_MAGOMEDOV.png
Lightweight,Sage Northcutt,/fighter/sage-northcutt,//media.ufc.tv/fighter_images/Sage_Northcutt/NORTHCUTT_SAGE.png
Lightweight,Khabib Nurmagomedov,/fighter/khabib-Nurmagomedov,//media.ufc.tv/fighter_images/Khabib_Nurmagomedov/NURMAGOMEDOV_KHABIB.png
Lightweight,Teemu Packalen,/fighter/teemu-packalen,//media.ufc.tv/fighter_images/Teemu_Packalen/PACKALEN_TEEMU.png
Lightweight,Alan Patrick,/fighter/alan-Patrick,//media.ufc.tv/fighter_images/Alan_Patrick/PATRICK_ALAN.png
Lightweight,Ross Pearson,/fighter/ross-Pearson,//media.ufc.tv/fighter_images/Ross_Pearson/PEARSON_ROSS.png
Lightweight,Frankie Perez,/fighter/frankie-perez,//media.ufc.tv/fighter_images/Frankie_Perez/PEREZ_FRANKIE.png
Lightweight,Anthony Pettis,/fighter/anthony-Pettis,//media.ufc.tv/fighter_images/Anthony_Pettis/PETTIS_ANTHONY.png
Lightweight,Vinc Pichel,/fighter/vinc-Pichel,//media.ufc.tv/fighter_images/Vincent_Pichel/VincentPichel_Headshot.png
Lightweight,Dustin Poirier,/fighter/dustin-Poirier,//media.ufc.tv/fighter_images/Dustin_Poirier/POIRIER_DUSTIN.png
Lightweight,Devin Powell,/fighter/devin-powell,//media.ufc.tv/fighter_images/Devin_Powell/POWELL_DEVIN.png
Lightweight,Michel Prazeres,/fighter/michel-Prazeres,//media.ufc.tv/fighter_images/Michel_Ptrazeres/PRAZERES_MICHEL.png
Lightweight,Claudio Puelles,/fighter/claudio-puelles,//media.ufc.tv/fighter_images/Claudio_Puelles/PUELLES_CLAUDIO.png
Lightweight,Michel Quinones,/fighter/michael-quinones,//media.ufc.tv/fighter_images/Michel_Quinones/QUINONES_MICHEL.png
Lightweight,Stevie Ray,/fighter/stevie-ray,//media.ufc.tv/fighter_images/Stevie_Ray/RAY_STEVIE_NASHVILLE.png
Lightweight,Marco Polo Reyes,/fighter/polo-reyes,//media.ufc.tv/fighter_images/Polo_Reyes/REYES_POLO_211.png
Lightweight,Jordan Rinaldi,/fighter/jordan-rinaldi,//media.ufc.tv/fighter_images/Jordan_Rinaldi/RINALDI_JORDAN.png
Lightweight,Jason Saggo,/fighter/jason-Saggo,//media.ufc.tv/fighter_images//Jason-Saggo/1SAGGO_JASON.png
Lightweight,Diego Sanchez,/fighter/diego-Sanchez,//media.ufc.tv/fighter_images/Diego_Sanchez/SANCHEZ_DIEGO.png
Lightweight,Leonardo Santos,/fighter/leonardo-santos,//media.ufc.tv/fighter_images/Leonardo_Santos/SANTOS_LEONARDO.png
Lightweight,Felipe Silva,/fighter/felipe-silva,//media.ufc.tv/fighter_images/Felipe_Silva/SILVA_FELIPE.png
Lightweight,Joaquim Silva,/fighter/joaquim-silva,//media.ufc.tv/fighter_images/Joaquim_Silva/SILVA_JOAQUIM.png
Lightweight,Mairbek Taisumov,/fighter/mairbek-Taisumov,//media.ufc.tv/fighter_images/Maribek_Taisumov/TAISUMOV_MAIRBEK.png
Lightweight,Daniel Teymur,/fighter/daniel-Teymur,//media.ufc.tv/fighter_images/Daniel_Teymur/TEYMUR_DANIEL.png
Lightweight,David Teymur,/fighter/david-Teymur,//media.ufc.tv/fighter_images/David_Teymur/TEYMUR_DAVID.png
Lightweight,Gleison Tibau,/fighter/gleison-Tibau,//media.ufc.tv/fighter_images//Gleison_Tibau/TIBAU_GLEISON.png
Lightweight,Francisco Trinaldo,/fighter/francisco-Trinaldo,//media.ufc.tv/fighter_images/Francisco_Trinaldo/TRINALDO_FRANCISCO.png
Lightweight,Abel Trujillo,/fighter/abel-Trujillo,//media.ufc.tv/fighter_images/Abel_Trujillo/TRUJILLO_ABEL.png
Lightweight,Jon Tuck,/fighter/jon-Tuck,//media.ufc.tv/fighter_images/Jon_Tuck/TUCK_JOHN_singapore.png
Lightweight,Lando Vannata,/fighter/landon-Vannata,//media.ufc.tv/fighter_images/Landon_Vannata/VANNATA_LANDO.png
Lightweight,James Vick,/fighter/james-Vick,//media.ufc.tv/fighter_images/James_Vick/VICK_JAMES.png
Lightweight,Chris Wade,/fighter/chris-wade,//media.ufc.tv/fighter_images/Chris_Wade/WADE_CHRIS.png
Lightweight,Alex White,/fighter/alex-White,//media.ufc.tv/fighter_images/Alex_White/WHITE_ALEX.png
Lightweight,Matt Wiman,/fighter/matt-Wiman,//media.ufc.tv/fighter_images/Matt_Wiman/MattWiman_Headshot.png
Lightweight,Tiequan Zhang,/fighter/tiequan-Zhang,//media.ufc.tv/fighter_images/Tiequan_Zhang/TiequanZhang_Headshot.png
Welterweight,Daichi Abe,/fighter/daichi-Abe,//media.ufc.tv/fighter_images//Abe_Daichi/1ABE_DAICHI.png
Welterweight,Omari Akhmedov,/fighter/omari-Akhmedov,//media.ufc.tv/fighter_images/Omari_Akhmedov/AKHMEDOV_OMARI.png
Welterweight,Yoshihiro Akiyama,/fighter/yoshihiro-Akiyama,//media.ufc.tv/fighter_images/Yoshiro_Akiyama/AKIYAMA_YOSHIHIRO.png
Welterweight,Sultan Aliev,/fighter/sultan-aliev,//media.ufc.tv/fighter_images/Sultan_Aliev/ALIEV_SULTAN.png
Welterweight,Warlley Alves,/fighter/warlley-alves,//media.ufc.tv/fighter_images/Warlley_Alves/ALVES_WARLLEY.png
Welterweight,Shinsho Anzai,/fighter/shinsho-anzai,//media.ufc.tv/fighter_images//Shinsho_Anzai/1ANZAI_SHINSHO.png
Welterweight,Jessin Ayari,/fighter/jessin-Ayari,//media.ufc.tv/fighter_images/Jessin_Ayari/AYARI_JESSIN.png
Welterweight,Siyar Bahadurzada,/fighter/siyar-Bahadurzada,//media.ufc.tv/fighter_images/Siyar_Bahadurzada/BAHADURZADA_SIYAR.png
Welterweight,Bryan Barberena,/fighter/bryan-Barberena,//media.ufc.tv/fighter_images/Bryan_Barberena/BARBERENA_BRYAN.png
Welterweight,Galore Bofando,/fighter/galore-Bofando,//media.ufc.tv/fighter_images/Galore_Bofando/BOFANDO_GALORE.png
Welterweight,Tom Breese,/fighter/tom-breese,//media.ufc.tv/fighter_images/Tom_Breese/BREESE_TOM.png
Welterweight,Matt Brown,/fighter/matt-Brown,//media.ufc.tv/fighter_images/Matt_Brown/BROWN_MATT.png
Welterweight,Randy Brown,/fighter/randy-Brown,//media.ufc.tv/fighter_images/Randy_Brown/BROWN_RANDY.png
Welterweight,Joshua Burkman,/fighter/josh-Burkman,//media.ufc.tv/fighter_images/Josh_Burkman/BURKMAN_JOSH.png
Welterweight,Brian Camozzi,/fighter/brian-camozzi,//media.ufc.tv/fighter_images/Brian_Camozzi/CAMOZZI_BRIAN.png
Welterweight,Donald Cerrone,/fighter/donald-Cerrone,//media.ufc.tv/fighter_images/Donald_Cerrone/CERRONE_DONALD.png
Welterweight,Luan Chagas,/fighter/luan-chagas,//media.ufc.tv/fighter_images/Luan_Chagas/CHAGAS_LUAN_ufc212.png
Welterweight,Carlos Condit,/fighter/carlos-Condit,//media.ufc.tv/fighter_images/Carlos_Condit/CONDIT_CARLOS.png
Welterweight,Michael Cora,/fighter/michael-Cora,//media.ufc.tv/fighter_images/CORA_MICHAEL.png
Welterweight,Colby Covington,/fighter/colby-Covington,//media.ufc.tv/fighter_images/Colby_Covington/COVINGTON_COLBY.png
Welterweight,Nathan Coy,/fighter/nathan-coy,//media.ufc.tv/fighter_images/Nathan_Coy/COY_NATHAN.png
Welterweight,Zak Cummings,/fighter/zak-Cummings,//media.ufc.tv/fighter_images//Zak_Cummings/CUMMINGS_ZAK.png
Welterweight,Nate Diaz,/fighter/nate-Diaz,//media.ufc.tv/fighter_images/Nate_Diaz/DIAZ_NATE.png
Welterweight,Rafael Dos Anjos,/fighter/rafael-Dos-Anjos,//media.ufc.tv/fighter_images/Rafael_Dos_Anjos/DOS_ANJOS_RAFAEL.png
Welterweight,Leon Edwards,/fighter/leon-edwards,//media.ufc.tv/fighter_images/Leon_Edwards/EDWARDS_LEON.png
Welterweight,Jake Ellenberger,/fighter/jake-Ellenberger,//media.ufc.tv/fighter_images/Jake_Ellenberger/ELLENBERGER_JAKE.png
Welterweight,Oliver Enkamp,/fighter/oliver-Enkamp,//media.ufc.tv/fighter_images/Oliver_Enkamp/ENKAMP_OLIVER_stockholm.png
Welterweight,Mickey Gall,/fighter/mickey-Gall,//media.ufc.tv/fighter_images/Mickey_Gall/GALL_MICKEY.png
Welterweight,Tom Gallicchio,/fighter/tom-Gallicchio,//media.ufc.tv/fighter_images/Tom_Gallicchio/GALLICCHIO_TOM.png
Welterweight,Alex Garcia,/fighter/alex-Garcia,//media.ufc.tv/fighter_images/Alex_Garcia/GARCIA_ALEX.png
Welterweight,Lyman Good,/fighter/lyman-good,//media.ufc.tv/fighter_images/Lyman_Good/GOOD_LYMAN_AD.png
Welterweight,Max Griffin,/fighter/max-griffin,//media.ufc.tv/fighter_images/Max_Griffin/GRIFFIN_MAX.png
Welterweight,Dan Hardy,/fighter/dan-Hardy,//media.ufc.tv/fighter_images/Dan_Hardy/DanHardy_Headshot2012_2.png
Welterweight,John Hathaway,/fighter/john-Hathaway,//media.ufc.tv/fighter_images/John_Hathaway/JohnHathaway_Headshot.png
Welterweight,Alvaro Herrera,/fighter/alvaro-herrera,//media.ufc.tv/fighter_images/Alvaro_Herrera/HERRERA_ALVARRO.png
Welterweight,Sabah Homasi,/fighter/sabah-homasi,//media.ufc.tv/fighter_images/Homasi_Sabah/HOMASI_SABAH.png
Welterweight,Jason Jackson,/fighter/jason-jackson,//media.ufc.tv/fighter_images/Jason_Jackson/JACKSON_JASON.png
Welterweight,Li Jingliang,/fighter/li-Jingliang,//media.ufc.tv/fighter_images/Li_Jingliang/JINGLIANG_LI.png
Welterweight,Alan Jouban,/fighter/alan-Jouban,//media.ufc.tv/fighter_images/Alan_Jouban/JOUBAN_ALAN.png
Welterweight,Luke Jumeau,/fighter/luke-Jumeau,//media.ufc.tv/fighter_images//Luke_Jumeau/1JUMEAU_LUKE.png
Welterweight,Song Kenan,/fighter/kenan-Song,//media.ufc.tv/fighter_images/Kenan_Song/SONG_KENAN.png
Welterweight,Adam Khaliev,/fighter/adam-Khaliev,//media.ufc.tv/fighter_images//ComingSoon/comingsoon_headshot_odopod.png
Welterweight,Dong Hyun Kim,/fighter/dong-Hyun-Kim,//media.ufc.tv/fighter_images/Dong_Hyun_Kim/KIM_DONG_HYUN_singapore.png
Welterweight,James Krause,/fighter/james-Krause,//media.ufc.tv/fighter_images/James_Krause/KRAUSE_JAMES2.png
Welterweight,Pascal Krauss,/fighter/pascal-Krauss,//media.ufc.tv/fighter_images/Pascal_Krauss/PascalKrauss_Headshot.png
Welterweight,Kiichi Kunimoto,/fighter/kiichi-Kunimoto,//media.ufc.tv/fighter_images/Kiichi_Kunimoto/KiichiKunimoto_Headshot.png
Welterweight,Ryan LaFlare,/fighter/ryan-LaFlare,//media.ufc.tv/fighter_images/Ryan_LaFlare/LAFLARE_RYAN.png
Welterweight,Robbie Lawler,/fighter/robbie-Lawler,//media.ufc.tv/fighter_images/Robbie_Lawler/LAWLER_ROBBIE.png
Welterweight,Hyun Gyu Lim,/fighter/hyun-Gyu-Lim,//media.ufc.tv/fighter_images//Hyun_Gyu_Lim/1LIM_HYUN_GYU.png
Welterweight,Dhiego Lima,/fighter/dhiego-lima,//media.ufc.tv/fighter_images/Dhiego_Lima/LIMA_DHIEGO.png
Welterweight,Hector Lombard,/fighter/hector-Lombard,//media.ufc.tv/fighter_images//Hector_Lombard/1LOMBARD_HECTOR.png
Welterweight,Vicente Luque,/fighter/vicente-luque,//media.ufc.tv/fighter_images/Vicente_Luque/LUQUE_VICENTE.png
Welterweight,Neil Magny,/fighter/neil-Magny,//media.ufc.tv/fighter_images/Neil_Magny/MAGNY_NEIL.png
Welterweight,Demian Maia,/fighter/demian-Maia,//media.ufc.tv/fighter_images/Demian_Maia/MAIA_DEMIAN.png
Welterweight,Jorge Masvidal,/fighter/jorge-Masvidal,//media.ufc.tv/fighter_images/Jorge_Masvidal/MASVIDAL_JORGE.png
Welterweight,Jake Matthews,/fighter/jake-matthews,//media.ufc.tv/fighter_images/Jake_Matthews/MATTHEWS_JAKE.png
Welterweight,Court McGee,/fighter/court-McGee,//media.ufc.tv/fighter_images/Court_McGee/MCGEE_COURT.png
Welterweight,Tim Means,/fighter/tim-Means,//media.ufc.tv/fighter_images/TIm_Means/MEANS_TIM.png
Welterweight,Emil Meek,/fighter/emil-Weber,//media.ufc.tv/fighter_images/Emil_Meek/MEEK_EMIL.png
Welterweight,Jordan Mein,/fighter/jordan-Mein,//media.ufc.tv/fighter_images/Jordan_Mein/MEIN_JORDAN.png
Welterweight,Jonathan Meunier,/fighter/jonathan-meunier,//media.ufc.tv/fighter_images/Jonathan_Meunier/MEUNIER_JONATHAN.png
Welterweight,Alberto Mina,/fighter/alberto-Mina,//media.ufc.tv/fighter_images/Alberto_Mina/MINA_ALBERTO.png
Welterweight,Sergio Moraes,/fighter/sergio-Moraes,//media.ufc.tv/fighter_images//Sergio_Moraes/1MORAES_SERGIO.png
Welterweight,Alex Morono,/fighter/alex-Morono,//media.ufc.tv/fighter_images//Alex_Morono/1MORONO_ALEX.png
Welterweight,Belal Muhammad,/fighter/belal-Muhammad,//media.ufc.tv/fighter_images/Belal_Muhammad/MUHAMMAD_BELAL.png
Welterweight,Nico Musoke,/fighter/nicholas-Musoke,//media.ufc.tv/fighter_images/Nicholas_Musoke/MUSOKE_NICO_stockholm.png
Welterweight,Keita Nakamura,/fighter/keita-Nakamura,//media.ufc.tv/fighter_images//Keita_Nakamura/1NAKAMURA_KEITA.png
Welterweight,Bobby Nash,/fighter/bobby-nash,//media.ufc.tv/fighter_images/Bobby_Nash/NASH_BOBBY.png
Welterweight,Gunnar Nelson,/fighter/gunnar-Nelson,//media.ufc.tv/fighter_images/Gunner_Nelson/NELSON_GUNNAR.png
Welterweight,Alex Oliveira,/fighter/alex-oliveira,//media.ufc.tv/fighter_images/Alex_Oliveira/OLIVIERA_ALEX.png
Welterweight,Zak Ottow,/fighter/zak-ottow,//media.ufc.tv/fighter_images/Zak_Ottow/OTTOW_ZAK.png
Welterweight,Sidney Outlaw,/fighter/sidney-Outlaw,//media.ufc.tv/fighter_images/Sidney_Outlaw/OUTLAW_SIDNEY.png
Welterweight,Mike Perry,/fighter/mike-perry,//media.ufc.tv/fighter_images//Mike_Perry/1PERRY_MIKE.png
Welterweight,Santiago Ponzinibb...,/fighter/santiago-ponzinibbio,//media.ufc.tv/fighter_images/Santiago_Ponzinibbio/PONZINIBBIO_SANTIAGO.png
Welterweight,Niko Price,/fighter/niko-price,//media.ufc.tv/fighter_images/Niko_Price/PRICE_NIKO.png
Welterweight,Joe Proctor,/fighter/joe-Proctor,//media.ufc.tv/fighter_images/Joe_Proctor/PROCTOR_JOE.png
Welterweight,CM Punk,/fighter/cm-punk,//media.ufc.tv/fighter_images/CM_Punk/PUNK_CM.png
Welterweight,Mike Pyle,/fighter/mike-Pyle,//media.ufc.tv/fighter_images//Mike_Pyle/PYLE_MIKE.png
Welterweight,Davi Ramos,/fighter/davi-ramos,//media.ufc.tv/fighter_images/Davi_Ramos/RAMOS_DAVI.png
Welterweight,Abdul Razak Alhass...,/fighter/abdul-Razak-Alhassan,//media.ufc.tv/fighter_images/Abdul_Razak_Alhassan/RAZAK-ALHASSAN_ABDUL.png
Welterweight,Alex Reyes,/fighter/alex-reyes,//media.ufc.tv/fighter_images//Alex_Reyes/REYES_ALEX.png
Welterweight,Danny Roberts,/fighter/danny-roberts,//media.ufc.tv/fighter_images/Daniel_Roberts/ROBERTS_DANNY.png
Welterweight,Tarec Saffiedine,/fighter/tarec-Saffiedine,//media.ufc.tv/fighter_images/Tarec_Saffiedine/SAFFIEDINE_TAREC_singapore.png
Welterweight,Muslim Salikhov,/fighter/muslim-Salikhov,//media.ufc.tv/fighter_images/Muslim_Salikhov/SALIKHOV_MUSLIM.png
Welterweight,Ben Saunders,/fighter/ben-Saunders,//media.ufc.tv/fighter_images//Ben_Saunders/SAUNDERS_BEN.png
Welterweight,Claudio Silva,/fighter/claudio-Henrique-da-Silva,//media.ufc.tv/fighter_images/Claudio_Henrique_da_Silva/ClaudioHenriquedaSilva_Headshot.png
Welterweight,Erick Silva,/fighter/erick-Silva,//media.ufc.tv/fighter_images/Erick_Silva/SILVA_ERICK_212.png
Welterweight,Peter Sobotta,/fighter/peter-Sobotta,//media.ufc.tv/fighter_images/Peter_Sobotta/SOBOTTA_PETER.png
Welterweight,Dominique Steele,/fighter/dominique-steele,//media.ufc.tv/fighter_images/Dominique_Steele/STEELE_DOMINIQUE.png
Welterweight,Kyle Stewart,/fighter/kyle-Stewart,//media.ufc.tv/fighter_images/kyle_stewart2/STEWART_KYLE.png
Welterweight,Sean Strickland,/fighter/sean-Strickland,//media.ufc.tv/fighter_images/Sean_Strickland/STRICKLAND_SEAN.png
Welterweight,George Sullivan,/fighter/george-Sullivan,//media.ufc.tv/fighter_images/George_Sullivan/SULLIVAN_GEORGE_AD.png
Welterweight,Nordine Taleb,/fighter/nordine-taleb,//media.ufc.tv/fighter_images/Nordine_Taleb/TALEB_NORDINE_stockholm.png
Welterweight,Stephen Thompson,/fighter/stephen-Thompson,//media.ufc.tv/fighter_images/Stephen_Thompson/THOMPSON_STEPHEN.png
Welterweight,Darren Till,/fighter/darren-till,//media.ufc.tv/fighter_images/Darren_Till/TILL_DARREN.png
Welterweight,. To Be Determined,/fighter/to-Be-Determined,//media.ufc.tv/fighter_images//ComingSoon/comingsoon_headshot_odopod.png
Welterweight,Salim Touahri,/fighter/salim-Touahri,//media.ufc.tv/fighter_images/Salim_Touahri/TOUHARI_SALIM.png
Welterweight,Kamaru Usman,/fighter/kamarudeen-usman,//media.ufc.tv/fighter_images/1USMAN_KAMARU.png
Welterweight,Bojan Velickovic,/fighter/bojan-velickovic,//media.ufc.tv/fighter_images/Bojan_Velickovic/VELICKOVIC_BOJAN.png
Welterweight,Jimmy Wallhead,/fighter/jim-wallhead,//media.ufc.tv/fighter_images/Jim_Wallhead/WALLHEAD_JIM_212.png
Welterweight,Charlie Ward,/fighter/charlie-ward,//media.ufc.tv/fighter_images/Charlie_Ward/WARD_CHARLIE_NEW.png
Welterweight,Sheldon Westcott,/fighter/sheldon-westcott,//media.ufc.tv/fighter_images/Sheldon_Westcott/WESTCOTT_SHELDON.png
Welterweight,Tyron Woodley,/fighter/tyron-Woodley,//media.ufc.tv/fighter_images/Tyrone_Woodley/WOODLEY_TYRON.png
Welterweight,Alexander Yakovlev,/fighter/alexander-Yakovlev,//media.ufc.tv/fighter_images/Alexander_Yakovlev/YAKOVLEV_ALEXANDER.png
Welterweight,Elizeu Zaleski dos...,/fighter/elizeu-zaleski-dos-santos,//media.ufc.tv/fighter_images/Elizeu_Zaleski_dos_Santos/DOS_SANTOS_ZALESKI_ELIZEAU.png
Middleweight,Sam Alvey,/fighter/sam-Alvey,//media.ufc.tv/fighter_images/Sam_Alvey/ALVEY_SAM.png
Middleweight,Eryk Anders,/fighter/eryk-Anders,//media.ufc.tv/fighter_images/eryk_anders/ANDERS_ERYK.png
Middleweight,Abu Azaitar,/fighter/abu-Azaitar,//media.ufc.tv/fighter_images//ComingSoon/comingsoon_headshot_odopod.png
Middleweight,Oluwale Bamgbose,/fighter/oluwale-bamgbose,//media.ufc.tv/fighter_images/Oluwale_Bamgose/BAMGBOSE_OLUWALE_UFC212.png
Middleweight,Vitor Belfort,/fighter/vitor-Belfort,//media.ufc.tv/fighter_images/Vitor_Belfort/BELFORT_VITOR_UFC212.png
Middleweight,Keith Berish,/fighter/keith-Berish,//media.ufc.tv/fighter_images/Keith_Berish/BERISH_KEITH.png
Middleweight,Michael Bisping,/fighter/michael-Bisping,//media.ufc.tv/fighter_images/Michael_Bisping/BISPING_MICHAEL.png
Middleweight,Tim Boetsch,/fighter/tim-Boetsch,//media.ufc.tv/fighter_images/Tim_Boetsch/BOETSCH_TIM.png
Middleweight,David Branch,/fighter/dave-Branch,//media.ufc.tv/fighter_images//Dave_Branch/1BRANCH_DAVID.png
Middleweight,Derek Brunson,/fighter/derek-Brunson,//media.ufc.tv/fighter_images/Derek_Brunson/BRUNSON_DEREK.png
Middleweight,Charles Byrd,/fighter/charles-Byrd,//media.ufc.tv/fighter_images/Charles_Byrd/BYRD_CHARLES.png
Middleweight,Chris Camozzi,/fighter/chris-Camozzi,//media.ufc.tv/fighter_images/Chris_Camozzi/CAMOZZI_CHRIS.png
Middleweight,Antonio Carlos Jun...,/fighter/antonio-carlos,//media.ufc.tv/fighter_images/Antonio_Carlos_Barbosa_Jr/CARLOS_JUNIOR_ANTONIO.png
Middleweight,Magnus Cedenblad,/fighter/magnus-Cedenblad,//media.ufc.tv/fighter_images/Magnus_Cedenblad/CEDENBLAD_MAGNUS.png
Middleweight,Gabriel Checco,/fighter/gabriel-Checco,//media.ufc.tv/fighter_images/Gabriel_Checco/CHECCO_GABRIEL.png
Middleweight,Paulo Costa,/fighter/paulo-henrique-costa,//media.ufc.tv/fighter_images/Paulo_Henrique_Costa/BORRACHINHA_PAULO.png
