Category,Name,Url
Light_Heavyweight,Daniel Jolly,/fighter/daniel-Jolly
Light_Heavyweight,Jamelle Jones,/fighter/jamelle-Jones
Light_Heavyweight,Jon Jones,/fighter/jon-Jones
Light_Heavyweight,Jeremy Kimball,/fighter/jeremy-Kimball
Light_Heavyweight,Ilir Latifi,/fighter/ilir-Latifi
Light_Heavyweight,Tom Lawlor,/fighter/tom-Lawlor
Light_Heavyweight,Jimi Manuwa,/fighter/jimi-Manuwa
Light_Heavyweight,Alonzo Menifield,/fighter/alonzo-Menifield
Light_Heavyweight,Azamat Murzakanov,/fighter/azamat-Murzakanov
Light_Heavyweight,Antonio Rogerio No...,/fighter/antonio-Rogerio-Nogueira
Light_Heavyweight,Kennedy Nzechukwu,/fighter/kennedy-Nzechukwu
Light_Heavyweight,Volkan Oezdemir,/fighter/volkan-Oezdemir
Light_Heavyweight,Yushin Okami,/fighter/yushin-Okami
Light_Heavyweight,Michal Oleksiejczuk,/fighter/michael-Oleksiejczuk
Light_Heavyweight,Cameron Olson,/fighter/cameron-Olson
Light_Heavyweight,Tyson Pedro,/fighter/tyson-pedro
Light_Heavyweight,John Phillips,/fighter/john-phillips
Light_Heavyweight,Igor Pokrajac,/fighter/igor-Pokrajac
Light_Heavyweight,Aleksandar Rakic,/fighter/aleksandar-Rakic
Light_Heavyweight,Karl Reed,/fighter/karl-Reed
Light_Heavyweight,Dominick Reyes,/fighter/dominick-Reyes
Light_Heavyweight,Michael Rodriguez,/fighter/michael-Rodriguez
Light_Heavyweight,Nick Roehrick,/fighter/nick-Roehrick
Light_Heavyweight,Khalil Rountree Jr.,/fighter/khalil-rountree
Light_Heavyweight,Mauricio Rua,/fighter/mauricio-Rua
Light_Heavyweight,Saparbek Safarov,/fighter/saparbek-safarov
Light_Heavyweight,Ovince Saint Preux,/fighter/ovince-St-Preux
Light_Heavyweight,Gokhan Saki,/fighter/gokhan-Saki
Light_Heavyweight,Ryan Spann,/fighter/ryan-Spann
Light_Heavyweight,Daniel Spohn,/fighter/daniel-Spohn
Light_Heavyweight,Joshua Stansbury,/fighter/joshua-stansbury
Light_Heavyweight,Glover Teixeira,/fighter/glover-Teixeira
Light_Heavyweight,Elias Urbina,/fighter/elias-urbina
Light_Heavyweight,Gian Villante,/fighter/gian-Villante
Heavyweight,Shamil Abdurakhimov,/fighter/shamil-abdurakhimov
Heavyweight,Junior Albini,/fighter/junior-Albini
Heavyweight,Zu Anyanwu,/fighter/zu-Anyanwu
Heavyweight,Andrei Arlovski,/fighter/andrei-Arlovski
Heavyweight,Cyril Asker,/fighter/cyril-asker
Heavyweight,Josh Barnett,/fighter/josh-Barnett
Heavyweight,Curtis Blaydes,/fighter/curtis-Blaydes
Heavyweight,Travis Browne,/fighter/travis-Browne
Heavyweight,Christian Colombo,/fighter/christian-colombo
Heavyweight,Rashad Coulter,/fighter/rashad-Coulter
Heavyweight,Allen Crowder,/fighter/allen-Crowder
Heavyweight,Jarjis Danho,/fighter/jarjis-Danho
Heavyweight,Chris De La Rocha,/fighter/chris-de-la-rocha
Heavyweight,Junior Dos Santos,/fighter/junior-Dos-Santos
Heavyweight,Todd Duffee,/fighter/todd-Duffee
Heavyweight,Carlos Felipe,/fighter/carlos-Felipe
Heavyweight,Mark Godbeer,/fighter/mark-godbeer
Heavyweight,Marcelo Golm,/fighter/marcelo-Golm
Heavyweight,Damian Grabowski,/fighter/damian-Grabowski
Heavyweight,Shelton  Graves,/fighter/shelton-Graves
Heavyweight,Anthony Hamilton,/fighter/anthony-Hamilton
Heavyweight,Walt Harris,/fighter/walt-Harris
Heavyweight,Luis Henrique,/fighter/luis-henrique
Heavyweight,Mark Hunt,/fighter/mark-hunt
Heavyweight,Timothy Johnson,/fighter/timothy-johnson
Heavyweight,Justin Ledet,/fighter/justin-ledet
Heavyweight,Derrick Lewis,/fighter/derrick-Lewis
Heavyweight,Ruslan Magomedov,/fighter/ruslan-Magomedov
Heavyweight,Don'Tale Mayes,/fighter/don-Tale-Mayes
Heavyweight,Bojan Mihajlovic,/fighter/bojan-mihajlovic
Heavyweight,Adam Milstead,/fighter/adam-milstead
Heavyweight,Stipe Miocic,/fighter/stipe-Miocic
Heavyweight,Frank Mir,/fighter/frank-Mir
Heavyweight,James Mulheron,/fighter/james-Mulheron
Heavyweight,Roy Nelson,/fighter/roy-Nelson
Heavyweight,Francis Ngannou,/fighter/francis-ngannou
Heavyweight,Aleksei Oleinik,/fighter/oleksiy-Oliynyk
Heavyweight,Daniel Omielanczuk,/fighter/daniel-Omielanczuk
Heavyweight,Alistair Overeem,/fighter/alistair-Overeem
Heavyweight,Dmitry Poberezhets,/fighter/dmitry-Poberezhets
Heavyweight,Greg Rebello,/fighter/greg-rebello
Heavyweight,Ben Rothwell,/fighter/ben-Rothwell
Heavyweight,Chase Sherman,/fighter/chase-sherman
Heavyweight,Everett Sims,/fighter/everett-Sims
Heavyweight,Arjan Singh Bhullar,/fighter/arjan-Bhullar
Heavyweight,Dmitrii Smoliakov,/fighter/dmitry-smolyakov
Heavyweight,Dmitriy Sosnovskiy,/fighter/dmitriy-Sosnovskiy
Heavyweight,Daniel Spitz,/fighter/daniel-spitz
Heavyweight,Stefan Struve,/fighter/stefan-Struve
Heavyweight,Tai Tuivasa,/fighter/tai-Tuivasa
Heavyweight,Marcin Tybura,/fighter/marcin-tybura
Heavyweight,Cain Velasquez,/fighter/cain-Velasquez
Heavyweight,Alexander Volkov,/fighter/alexander-volkov
Heavyweight,Fabricio Werdum,/fighter/fabricio-Werdum
Heavyweight,Adam Wieczorek,/fighter/adam-Wieczorek
Heavyweight,Justin Willis,/fighter/justin-Willis
Heavyweight,Hu Yaozong,/fighter/yaozong-Hu
